id,description
16071,30% OFF on Min. 6 Products
48273,Get 25% off on Min. 5 Products
48274,Avail 20% OFF on Min. 4 Products
48275,Get Flat 15% OFF on Min. 3 Products
48276,Flat 10% Off on Min. 2 Products
48277,Get 5% OFF on Wedding Apparels
48278,Avail Up To 70% discount on Traditional Sarees
48279,45% Off on VPS Hosting
48280,"Dedicated Servers Starting at Rs.7,699 Per Month only"
22165,"Chance to win a BookMyShow voucher worth INR 500 free on Booking 4 Or More Tickets (Mumbai , Delhi/NCR , Mohali and Bengaluru)"
48282,chance to win a free roundtrip ticket to Colombo on International flights (Travelling Between 11 July 2016 â€“ 31 December 2016)
48283,The Etihad - USA Sale Starting for just Rs.42743
48284,Get Upto 20% off on Singapore Fares
48285,Up to Rs.1200 Cash back on Domestic flights (Only on Thursday)
48286,Get Upto Rs.1200 Cash back on Domestic hotels
48287,Flat Rs.1000 Cash Back on Domestic/ International Roundtrip Flight And Hotel With MasterPass
48288,Everyday Bras at Rs.99 only
48289,Croma Terrific Thursdays - Free Couple Movie Tickets on Payment via ICICI Bank Credit/Debit Cards only (Min. Purchase Of Rs.15000)
48290,Deal OF The Day - Samsung 6.2 KG Washing Machine just for Rs.16990
48291,20% off on spending Rs.400 and above
48292,Great Prices on Speakers and Home Theaters
48293,Keyboards and Mouse Starting for Rs.150
48294,Best prices on 32&quot; Inches LED TV'S
48295,Get 45% Off on Portable Hard drives
48296,Best Asus Zenfones Starting @ Rs.9272.00 only
48297,Up to 60% Discount on Southeast Asia Hotels
48298,Night Wear For Women Rs.850 onwards
48299,Rs.400 Discount on  Premium Clothing (On min. order of Rs.1100)
48300,Mobile Charging Cables Max. price of Rs.299
48301,"Avail 40% OFF on on Fiction, Self-help, Academic And More Books"
48302,Bombay Dyeing & Raymond Bedsheets All products under Rs.699
48303,Front Load Washing Machines Maximum Rs.25000
48304,Get 30% Off on Glucometers
48305,32inch Televisions Starts for Rs.13990
48306,Flat 20% OFF on Kids Rakhi Gifts
48307,Get 15% discount on Rakhi Thali
48308,15% off on Rakhi Gift Hampers
48309,Avail 10% Off on All Rakhi Gifts
48310,Get Flat Rs.666 discount on Economy Class Travel (Travelling Between 26th JUL 2016 till 30th SEP 2016)
48311,Avail Rs.500 cashback on Min. Transaction Of Rs.5000
48312,Moto G Turbo Edition at just Rs.8699
48313,30% OFF on HealthViva Green Cofee Extract
48314,"MuscleBlaze Whey Protein, 4.4 lb Rich Milk Chocolate just Rs.4049"
48315,Buy 1 Get 1 Free + Free Shaker on HealthKart SlimShake
48316,Product Of The Day - Get Upto 25% Off + Additional 5% Off on Weight Gainer
48317,Get Upto 40% discount on Mass Gainer Products
48318,Upto 30% Discount on Whey Protein Protein
48319,Spice Dragon Trail 3G Android for Rs.2999 only
48320,Spice Dragontrail Android Phone - 415 just @ Rs.2499
48321,Complete Casual Shirts & T-Shirts Combo By Henry Hudson just @ Rs.1299
48322,Avail Additional 15% off on Shoe Island Men's Synthetic Leather Formal Shoes - Black
48323,Additional 15% Discount on ABZ Men's Fabric Sports Shoes - Black
48324,Get Additional 15% Discount on ABZ Men's Fabric Sports Shoes - Blue
48325,"Additional 15% Off on Shoe Island Men's Casual, Formal Shoes & Accessories"
48326,Get Extra 15% discount on Shoe Island Men's Synthetic Leather Casual Shoes - Tan
48327,Get Additional 15% OFF on Columbus Men's Mesh Sports Shoes - Set Of 2
48328,Get Extra 15% off on Oleva Women's Satin Nightwear - Set of 8
48329,Avail Extra 15% Off on Surat Tex Women's Semi-Stitched Lehenga Choli
48330,Additional 15% Discount on Fab Fiza Women's Cotton Dress Material - Blue
48331,Get Additional 15% Discount on RadadiyaTRD Women's Semi-Stitched Salwar Suit - Black
48332,Extra 13% Off on X-Cross Men's Cotton Polo T-Shirt - Set Of 4
48333,Additional 15% OFF on Triveni Faux Georgette Saree - Set Of 3
48334,Additional 15% Discount on Shonaya Women's Unstitched Salwar Suit - Black & Orange
48335,Ishin Georgette Saree - Yellow for just Rs.337
48336,George Adam Men's Synthetic Leather Boots - Black for just Rs.399
48337,ABZ Men's Fabric Sports Shoes - Blue at just Rs.331
48338,George Adam Men's Faux Leather Formal Shoes & Casual Shoes Combo just Rs.722
48339,Bachini Men's PU Sports Shoes - Set Of 2 just at Rs.849
48340,Shoe Island Men's Synthetic Leather Boots - Tan at Rs.467 only
48341,ABZ Men's Fabric Sports Shoes - Grey Rs.424 only
48342,"Sofa Cum Beds Starts for Rs. 10,490"
48343,Leatherette Sofa Sets Starts from Rs. 6990 only
48344,Sofa Sets Starting at Rs. 4290
48345,"Recliners Offer Rs. 14,290 onwards"
48346,Single Beds Starting from Rs. 5490 only
48347,Queen Beds Starts from Rs. 6990
48348,Bookshelves Offer Starting @ Rs. 1290 only
48349,Shoe Racks Starting at Rs. 2490
48350,Get Up To 50% Off on King Beds
48351,Get Upto 70% OFF on MEN'S LIFESTYLE PRODUCTS
48352,WOMEN'S LIFESTYLE PRODUCTS Starting for Rs.60
48353,Men's Clothing Maximum Rs.999
48354,Women's Clothing Everything under Rs.999
48355,Men's Summer Shoes Max. price of Rs.295
48356,Women's Summer Shoes Everything below Rs.195
48357,The Boho Dresses For Women Rs.540 onwards
48358,Novelty Accessories For Women's Starting for Rs.100 only
48359,Tasselled Sandals For Women's Starting at Rs.595
48360,Women's Espadrilles Footwear Starting @ Rs.500 only
48361,Get Up To 60% off on All Linen Collections
48362,Get Up To 55% OFF on Nike Sportswear
48363,Get Up To 75% off on Sunglasses
48364,Up To 70% off on Watches
48365,Avail Up To 70% OFF on Jeans
48366,Apparels And Accessories Starts at Rs.290
48367,Fashion Apparels & Accessories Starts @ Rs.299
48368,Avail Up To 75% Discount on Sportswear Products
48369,Get Up To 86% Off on Fashion Clothing
48370,"Up To 80% OFF on T-Shirts, Shorts And Skirts"
48371,Up To 55% off on Pepe Jeans
48372,All Products Everything below Rs.600
48373,All Products All products under Rs.799
48374,Gerua Women's Clothing Starting from Rs.499 only
48375,Avail Up To 49% Discount on Wildcraft Backpack
48376,Get Up To 40% Discount on Apparels & Accessories
48377,Get Up To 65% OFF on Apparel And Accessories By Roadster Brand
48378,Flat 50% discount on Casual Wear Products
48379,Get Flat 25% discount on products listed at landing page.
48380,"Red Necklace Set With Maang Tikka for Rs.2,095 only"
48381,Women's Apparels Max. price of Rs.999
48382,Get Up To Rs.170 Discount on Bus Bookings (Upto Rs.120 Off on using promo-code and upto Rs.50 off on payment via freecharge)
48383,Avail Flat 72% Discount on Combo Of 6 T-Shirts For Men
48384,Get Flat 23% Discount on VOX v105 tablet
48385,Get 80% off + Additional 10% off on  Sports And Health Products
48386,Avail 80% discount + Additional 80% discount on footwear
48387,83% Off on Water Spray Gun 10 Meter
48388,Flat 71% Discount on Mocc Horn Bike & Car Horn Set With 18 Tunes
48389,Get 83% Off on Reliable 12000 mAh Dual USB Powerbank
48390,Avail Flat 76% off on Estrella Young Gym Bag
48391,63% off on Godrej Aer Click Air Freshener
48392,Avail 40% Off + Extra 20% Off on products listed at landing page
48393,Get Upto 70% Off on Hand Bags and Wallets
48394,"Clearance sale - Up to 60% Discount on TV, Audio and Large Applainces"
48395,Budget Thursday - Men's Apparel Max. price of Rs.199
48396,Phone tabulous Thursday on Selected Mobile Brands
48397,Cnavas Shoes Starts for just Rs.199
48398,Up to 80% Off on Gunmetal Watches
48399,Women's Fashion Apparels Starts @ just Rs.99
48400,Up to 35% Discount on Air Conditioners
48401,Furnishing Essentials All products under Rs.199
48402,Apparels And Accessories For Women Everything below Rs.399
48403,AURELIA Women's Indianwear Starts for Rs.299 only
48404,Avail Upto 70% Discount on Home Electronics Products
48405,2016  Fashion Sale - Get Flat 40% off on Bags
48406,Personal Care Appliances Starting for just Rs.259
48407,Kitchen Appliances Starting @ Rs.149
48408,Get Up To Rs.150 Off on Food Orders
48409,Win 1st Day Tickets For Kabali on products listed at landing page.
48410,10% OFF on Rakhi + Free Shipping
48411,Flat 10% discount + Free Shipping on products listed at landing page.
48412,Get Flat 10% Discount + Free Shipping on products listed at landing page.
48413,10% Discount + Free Shipping on products listed at landing page.
48414,Get Flat 10% discount + Free Shipping on products listed at landing page.
48415,Flat Rs.666 off on Air Costa domestic flight bookings
48416,Get 20% cash-back on Women's Lingerie (Max. Rs.200 cashback)
48417,Get Up To 80% off + Additional Rs.100 off on products listed at landing page.
48418,Flat 10% Off on Mini. Food Order of 1000 & 15% Off on Mini Order of 3000
48419,Buy 1 Get 1 Free on Men's Apparel
48420,Get 5% Cash back on Prepaid recharges on the Airtel Money app (for all operatoRs. on Min. Recharge of Rs.100)
48421,Rs.25 Cash-back on DTH recharges on the Airtel Money app (for all operatoRs. on Min. Recharge of Rs.250)
48422,Participate In Citizen Of Fashion 20 Lucky Winner Win Amazon Gift Card Worth Rs.1000
48423,Get Upto 50% discount on Home And Kitchen Appliance
48424,OnePlus 3 Smart Phone just @ Rs.27999
48425,All-New Kindle Tablets Rs.5999 only
48426,Extra 5% Cashback on all products (On order of minimum Rs.5000. on Payment via HDFC Bank Debit Cards only. Maximum cashback of Rs.500)
48427,Get Flat 15% discount on Rakhi Gifts (On min. shopping of Rs.899)
48428,Rs.50 Discount on Rakhi Catalogue (Min. Purchase of Rs.499)
48429,Get Flat 15% off on Rakhi Gifts For Brother
48430,Rs.100 off on Rakhi Catalogue (On cart-value of minimum Rs.699)
48431,Avail Flat 10% OFF on Rakhi Chocolate Hampers (On min. purchase of Rs.499)
48432,Mid Week Sale - Avail Up to 70% Discount on products listed at landing page
48433,Women Accessories at just Rs.299
48434,Get 4% Discount on all products (On min. cart-value of Rs.1500)
48435,Avail 51% Discount on Hosting Purchase Of First 3 Months
48436,Get 51% off on Hosting Purchase Of 1 Year
48437,Additional 5% off on Diamond Jewellery (On purchase of minimum Rs.10000)
48438,Bouquets Offer Starting at Rs.499
48439,Avail Free 2 movie tickets per month or Rs.500 Off on Booking With SBI Signature/Elite Credit Card
48440,Flat 30% off on Booking 2 movie tickets Digibank Debit Card
48441,Up to Rs.1200 Instant Savings on Domestic Flights (On Payment via HSBC Credit Cards only)
48442,Get Flat 50% Off on Indo-Asian Food Fest on Selected Restaurants (Using Mobile App only)
48443,Up To Rs.1500 Discount on Domestic flights
48444,The Grand Ethnic Sale - Flat 50% discount on Women's Apparels
48445,The Grand Ethnic Sale - 50% OFF on Women's Ethnic Fashion Apparels
48446,The Great Ethnic Sale - 50% Off on Selected Brands
48447,The Grand Ethnic Sale - Get Flat 50% off on Women's Apparel
48448,HTC 10 LIFESTYLE 32GB ROM AND 3G RAM Starts @ Rs.46990 only
48449,LOWEST PRICE CHALLENGE on Air Conditioners listed at landing page
48450,"8 Cars 8 Lucky Customers on Purchase of Fully Automatic Washing Machine, RO â€“UV Water Purifiers, Convection Microwave, Room Air Purifier products."
48451,5% Cash-Back on all products (On spending minimum Rs.20000. on Payment via SBI Credit/Debit Cards and TATA Cards only. Max. cashback of Rs.2500 will be offered)
48452,SKULLCANDY GRIND BLUETOOTH HEADPHONES (WHITE) just for Rs.5499
48453,SuperPro Laptops Starting at just Rs.51490
48454,High performance Laptops Starts for just Rs.30500
48455,Latest Laptops Starting @ Rs.13999
48456,Buy 1 Pizza  Get 1 Free on online ordering only
48457,"End Of Season Sale on Men's Apparels, Footwear And More"
48458,Get Up to 40% discount only on Mobile App
48459,Get Flat 10% Cash back on Breaskfast
48460,Get Flat 20% cash back on All Order
48461,Flat 10% cash back on Chai & Snacks
48462,Get 50% Cashback on Your 1st Order
48463,Up To 60% Discount + Extra 10% Discount on Women's Apparels
48464,Get Flat 20% OFF on order-value of Rs.3000 and above (Max. Rs.2000 discount will be applied)
48465,"Rs.300 Discount on shopping of Rs.1299 and above (Not on Diapers, Super Savers, Combos, Gift Certificate, Formula & Supplements, Bottle Cleaning & Sterilization, Bottles & Accessories & certain brands)"
48466,"Get 20% off + 20% cash back + Extra 5% cash back on Baby Gear & Nursery Range (Maximum Rs.2000 discount will be applied. Maximum cashback of Rs.300 will be offered. Not on Diapers, Combos, Bottles & Accessories, Formula & supplements and Few brands. Extra Cashback on Payment Via PayTM Wallet. Max. PayTM Cashback Is Rs.75)"
48467,The Rs.99 Store on Select products (Max. once per user)
48468,Intex 11000 mAh Power Bank just at Rs.899
48469,Strontium Nitro 16 GB MicroSDHC Memory Card at just Rs.259
48470,"Exciting Deals, Exchange Offer And More on Samrtphones"
48471,Up to Rs.5500 off on Swipe Elite Plus
48472,Get 20% off on Routers
48473,"Bedsheets,Curtains & More All products under Rs.549"
48474,Men's T-shirts And shirts Starts from just Rs.289
48475,HP 1 TB Wired External Hard Disk Drive just Rs.3999
48476,"Flat Rs.2500 Off on  LG, Vu, Micromax, Infocus Televisions"
48477,"Earrings, Necklaces, Bracelets And More All products under Rs.199"
48478,Sunglasses Offer at Rs.149 only
48479,"Get Flat 40% OFF on Fiction, Academic, Self-help And More Books"
48480,Enew Two Wheeler Cover just Rs.189
48481,intel Powered PC And Laptops Starting from Rs.20990 only
48482,Voltaa Selfie Stick at Rs.249 only
48483,Get Flat 15% cashback on Payment via Paytm Wallet
48484,Avail Flat 15% OFF on all products
48485,Get Up To 50% discount on Rakhi Gifts
48486,Qatar Airways Offer - Get Up to 8% off on Fares to Europe (Travelling Between 25th July '16 to 31st Mar '17)
48487,Happy Flying Sale - Get Flat Rs.666 off on Economy Class Travel
48488,Get Flat 25% discount on Apple Cider Vinegar
48489,Product Of The Day - Up To 67% OFF + Extra 10% OFF on Garcinia Cambogia Products
48490,Get 25% Discount on Whey Protein Products
48491,Rs.500 off on Intex Aqua 4G
48492,Get Flat Rs.500 OFF on Panasonic P55 NOVO
48493,Rs.500 OFF on Micromax Canvas Nitro 2 E311
48494,Get Flat Rs.350 Discount on Reach Allure mobile
48495,Super Combo â€“ Pack of 2 Stylish Sarees By Alveera just Rs.1299
48496,Get Flat Rs.300 Off on Lenovo A1000
48497,Get Flat 10% discount on All Products
48498,High Voltage Sale - Up to 75% off on all products
48499,Parents Day Offer - Upto 83% off on products listed at landing page
48500,"Flat 10% Off on Men's Apparel, Women's Apparel, Fashion Accessories and More"
48501,"Upto 70% Off + Extra 10% Off on Women Apparels, Accesories and More"
48502,Get Flat 50% Discount on Boohoo Zig-Zag Lurex Side-Split Midi Skirt
48503,Flat 50% Off on Styx & Stones Denim Shirt With Spray Effect
48504,"Flat 60% off on Lemon Tree Hotel (Max. once per user. Not on payments made directly at hotel, through PayPal account, Cash on Delivery (COD))"
48505,Get Up To Rs.170 discount on Bus Ticket Bookings
48506,Get 25% Off on All Teas on FRIDAY'S only
48507,Kabali Mania Begins! - Get 30% Off on PVR & INOX vouchers in Bengaluru
48508,Avail 20% Cashback on Bus Booking (On Min. Booking of Rs.300. Max. once per user)
48509,Sultan Family Weekend - Get 100% cash-back on Booking 4 of Movie tickets and cashback on 2 Tickets (Maximum cashback allowed is Rs.300)
48510,Coffee Tables Starts for just Rs.4959
48511,Mintwud Furniture Starting at Rs.799 only
48512,Carpet Offer Starts @ Rs.2231
48513,Today's Special Offers - Rs.250 Discount on all products (For The First 300 Customers only.(On purchase of min. Rs.1000)
48514,Avail 50% Off on purchase of 1 medium pizza and 50% discount on 2nd Pizza (Pizza Should Be medium sized signature/supreme pan pizza)
48515,Any 2 Medium/Personal Pan Pizza Rs.199 only
48516,20% Discount on Tasties Pizza (On order-value of minimum Rs.399. Not on Oveload Big Pizza and Meal Deal)
48517,Flat 12% off on Personalized Pen Drives
48518,Corporate Letterheads Starting for Rs.4
48519,VICTORIA'S SECRET PRODUCTS Starts @ Rs.625
48520,20% Off on Buy any 3 Products
48521,Get Flat 15% Off on PLUM Body and Skincare Products
48522,Avail Extra 15% OFF on products listed at landing page (Max. Rs.450 discount is allowed)
48523,Free shipping To USA and Other Countries on Raksha Bandhan Gifts
48524,Get Rs.600 off on All Products
48525,Get Flat Rs.200 Off on Min. Purchase of Rs.999
48526,Kult 10 Mobile Phone at Rs.6999 only
48527,Upto 80% discount on Classic Watches
48528,Get Flat 60% off on Men's Watches
48529,Auto Monsoon Store - Car And Bike Accessories Starting at Rs.45 only
48530,Storage Deivce Starts @ Rs.155 only
48531,Q Reach Cogent Smartphone for Rs.2999 only
48532,Fitness Accessories Maximum Rs.499
48533,"Maha Electronics Sale - Avail Up To 85% Discount + Additional 5% Discount on Mobiles, TV's, Computers and More (On Payment via HDFC Credit Cards only)"
48534,Get Extra 5% Off on Laat Saab Wala Fashion (Also get 10% Off on Musafir.com flights. 5% Off on Payment via HDFC Credit Cards only)
48535,Get Up to 85% Off on Fostelo Little Hearts Maroon Handbag
48536,Up To 89% Discount on Rosra Silver Metal Analog Wrist Watch For Men
48537,Upto 94% OFF on LOTTO Mens Analog Wrist Watch
48538,Get Up To 87% Discount on  Set of 10 Multicolor Lycra Leggings
48539,Intex Cloud Fame 4G just for Rs.3999
48540,Kenxinda R7 Mobile just for Rs.4299
48541,Avail Flat 26% Discount on Lenovo Vibe K5 Plus Mobile
48542,LAAT SAAB FASHION Max. price of Rs.499
48543,Flat 50% off + Additional 20% off on Trending Styles Products
48544,Get Flat 14% off on shopping of minimum Rs.1800 (For Yes Bank Bank users only. Max. discount of Rs.2500)
48545,Flat 60% Off on Women Westernwear
48546,Intex Cloud Breeze at Rs.3777 only
48547,2016 Fashion Sale - Upto 70% Discount on Handbags And Clutches
48548,Samsung Galaxy J3 (8GB) at just Rs.8490
48549,"Get Upto 80% discount on Sport, Fitness and Outdoor Gear"
48550,"Cool Offer on DSLRs, Digital Cameras, Camera Lenses, Batteries & Chargers and More"
48551,"Get Flat 60% discount on Earrings, Necklace and More"
48552,Women's Apparels And Accessories Maximum Rs.699
48553,Get Flat 38% discount on Tops & Tees By Campus Sutra
48554,Travel Contest Chance To Win Coupon Worth Rs.1000 (Daily 3 Winner)
48555,Get Up To 50% Off on Van Heusen Men's and Women's Apparel
48556,RAKHI COLLECTION ONLINE Starts at just Rs.99
48557,10% discount on Europe Destination
48558,Bras Offer Starting @ Rs.165 only
48559,Get Flat Rs.250 off on shopping of minimum Rs.1399
48560,Flat 50% Discount on Chimney Product 
48561,Upto 30% Discount on Sanitary Ware 
48562,Flat 10% Discount on All Types of Furnishing 
48563,10% to 50% off on All Types of Furnishing & Mattresses 
48564,Upto 50% OFF on Electrical Switches
48565,Upto 10% to 25% Discount on All Types of Door Locks only
48566,Flat 10%  Discount on All Types of Door Locks 
48567,Minimum Order of Rs 500-/ & Get Gulab Jamun Free 
48568,Minimum Order of Rs.1000/ & Above & Get 10% Discount on Food( Parcel Only)
48569,Upto 10% Discount on All Types of Plastic Chairs 
48570,Flat 10% Discount on All Types of Luggage Bags
48571,Flat 10% Discount on All Types of Headphones
48572,Minimum order of Rs 1000- & above & Get 10% Discount Valid Only for takeaway order only
48573,Flat 10% Discount on Food Order (Takeaway Order only)
48574,Get 5% Discount on Min. Food Orders of 10 Kg from any Restaurant
48575,Upto 50% OFF on Home Appliances 
48576,Yearly Package Inclusive GYM+CARDIO for just Rs.9000
48577,Upto 20% Discounts on All Types of Furnishing & Mattresses
48578,Flat 20% Discount on Eyewear
48579,Flat 40% Discount on All Types of Men's Wear 
48580,Get 10% Off on Minimum Food Order of Rs.1000 & above (Takeaway & Parcel)
48581,Minimum Order of Rs 500/- & Get 500ml Cold Drink Free 
48582,Get 10% Discount on Min. Food(Biryani) Orders of 5Kg 
48583,Upto 15% OFF on Men's & Women's Wear
48584,Flat 10% Discounts on All Types of Opticians only
48585,Flat 10% Discounts on Eyewear
48586,Flat 25% Discount on Eyewear
48587,Flat 10% Discounts on Furnishing & Mattresses
48588,Minimum Order of Rs 700/- & Get 500ml Cold Drink Free 
48589,Flat 15% Discounts on all types of Door Locks 
48590,Flat 10% Discounts on Eyewear
48591,Get 500 ml Cold Drink Free on Min. Food order of Rs.500 & above
48592,Upto 25% OFF on all types of  Door Locks 
48593,Only Pay for Pedicure & Hair Spa and get Hair Cut Free
48594,Flat 20% Discounts on Car Seat Cover 
48595,Flat 15% Discount on Bike Battery & 5% Discount on Car Battery
48596,Get 10% Off on Minimum Food Order of Rs.1000 & above 
48597,Get Rs.200 discount on Order Of Rs.1995
48598,Get Flat Rs.100 off on Order Of Rs.1295
48599,Get Rs.300 off on Order Of Rs.2995
48600,Avail Flat Rs.400 discount on Order Of Rs.3995
48601,Buy 2 Get 2 Free on All Brand Products
48602,Amazon Prime - Now In India (Fastest Delivery) on all products (Unlimited Free one-Day And Two-Day Delivery)
48603,Any Denim Jeans for Rs.1499 only
48604,Buy One And Get One Free on Men's  Shirts
48605,Friendship Day - Get Rs.100 Discount on all products (On minimum shopping of Rs.699)
48606,Get Flat Rs.100 OFF on Friendship Day Gifts
48607,Friendship Day Offer - Flat 15% OFF on Gifts (On min. purchase of Rs.899)
48608,Get 15% OFF on Friendship Day Gifts
48609,Avail Flat 68% discount on Deemarks 5 In 1 BeautyMassager
48610,E-Gift Cards Starting for Rs.500 only
48611,Avail Flat 20% OFF on PNB 3.5 L Inner Lid Aluminium Pressure Cooker
48612,Flat 70% Discount on Set Of 4 Designer Double Bed Sheets
48613,Get 63% discount on Set Of 3 Swastik Designer Suits
48614,"Best Sellers - Get Up To 40% OFF on Home Appliances, Luggage and More"
48615,Combo of Foldable Wardrobe & Shoe Rack just @ Rs.1969
48616,Monsoon Delights - Upto 70% discount on products listed at landing page
48617,Avail 25% Discount on Kids Apparel (On minimum order-value of Rs.1000)
48618,Flat 20% Off on Baby Care Items By Pigeon Brand
48619,Get 30% Off on 6+ Products
48620,Get Flat 50% Discount + Additional 5% Discount on Designer Lehenga
48621,50% discount + Extra 5% discount on Men's Suits
48622,Avail Flat 50% Discount + Additional 5% Discount on Designer Saree
48623,Avail 5% Off on All Products
48624,Get 50% off + Extra 5% off on Nehru Jackets
48625,Get Flat 10% Discount on 2+ Products
48626,Get Up To 50% OFF on Designer Jewellery For Women
48627,Avail 15% Off on 3+ Products
48628,20% discount on 4+ Products
48629,Get Flat 25% OFF on 5+ Products
48630,Up To 40% Off on Kids Clothing
48631,"3 Leggings Rs.1,249 only"
48632,Ready To Eat - Meals And Desserts Starting at Rs.79
48633,"Rice,Dals And Pulses, Dry Fruits And More Starts from just Rs.22"
48634,"Big Save - Avail 7% Discount on all products (On order of Rs.3000+. Max. 12 times per user. Max. Rs.500 discount can be availed. Not on Oils & Ghee, Baby Foods, Feeding bottles, Aashirvaad and Pillsbury Atta, Amul & Waghbakri)"
48635,Get Up To 20% OFF on 500 Ml VIM Gel Bottle
48636,"Big Save - 4% Discount on spending minimum Rs.1500 (Max. 12 times per user. Maximum discount of Rs.500 will be applicable. Not on Oils & Ghee, Baby Foods, Feeding bottles, Aashirvaad and Pillsbury Atta, Amul & Waghbakri)"
48637,"Dedicated Servers Starting at just Rs.7,699 Per Month"
48638,45% discount on VPS Hosting
48639,Combo Gifts Rs.199 onwards
48640,Rakhi With Dry Fruits Starting for Rs.399
48641,Rakhi Gifts For Sister Starting @ just Rs.249
48642,Rakhi With Chocolates Starts for Rs.399
48643,Personalized Rakhi Gifts Starts at Rs.299 only
48644,Rakhi With Sweets Starts @ Rs.399
48645,Cinemad Day Offer - Avail 100% cash-back on 2nd tickets (On Payment via MyWallet only. only on new registrations. Max. cashback of Rs.120)
48646,Get 15% Cashback on purchase using SBI Buddy wallet only (Max. Rs.50 cashback will be applied)
48647,Get 30% Off on Mason Jars
48648,Avail Flat Rs.600 off on Classic Chumbak Owl
48649,Get 30% Off on Dining Crockery
48650,Flat 30% OFF on HandBags
48651,Avail Flat 30% Off on Sling Bags
48652,Get Flat 30% Discount on Wallet
48653,Avail 30% OFF on Lunch Box & Lunch Bag
48654,Flat 30% Discount on Home & Decor
48655,Up To 50% off on Designer Cushions Cover
48656,Get Flat 30% Off on Designer Cushions Cover
48657,Get 30% Discount on Footwear For Women
48658,Up To 20% discount + Free Shipping on products listed at landing page.
48659,"Up to Rs.2000 off on Activities, Flights & Hotels (For  American Express Card users only. only on Tuesday)"
48660,Get Rs.700 Cash back on  Domestic Roundtrip Flights (On Payment via SimplyCLICK SBI Card Credit Cards only)
48661,Avail Up to Rs.1200 discount on Domestic Flights (On Payment via HSBC Bank Credit Cards only)
48662,Get Up to 50% discount on NH7 Weekender Early Bird Sales
48663,Evening Relaxwear Apparels Starting for just Rs.299
48664,Nightwear Offer All products under Rs.399
48665,Nightwear Offer Everything under Rs.499
48666,Everyday Bras at Rs.99 only
48667,Nightwear Offer Max. price of Rs.299
48668,Panties Offer Rs.79 only
48669,Pajamas Offer Starts @ Rs.299
48670,Nightwear Offer All products under Rs.599
48671,Get Up To 70% Discount on Shorts
48672,Designer Lehengas Everything under Rs.1499
48673,Home Decor Products Starting from just Rs.349
48674,Ethnic Fashion Apparels Starting @ Rs.370
48675,Ready For School - Get Upto Rs.23000 off on MacBook
48676,Skullcandy Grind Bluetooth Headphones for just Rs.5499
48677,Deal Of The Day - Lenovo Laptop Rs.20490 only
48678,HP Notebook for Rs.34990 only
48679,Acer Notebook Aspire ES1-521 just Rs.21999
48680,"Good Life Fest - 8 Lucky Customers Win A Car on Washing MAchine, Air Purifier And More"
48681,The Lowest Price Challenges on Best Buy At Croma
48682,SuperPro Laptops Starts @ Rs.53190
48683,Best Reboxed Deals on products listed at landing page
48684,Get 7% off on products listed at landing page (Max. discount of Rs.3000)
48685,Get Upto 50% off on Men's Shoes
48686,Up to 30% OFF on Women's Shoes
48687,"Get Upto 40% Off on Men's activewear, shoes and accessories"
48688,"Up To 50% OFF on Michael Kors, Coach, Mario Valentino & More Brand Handbags"
48689,Blindfold Sale - lenovo-G50-45 Offer just Rs.20490
